annee,mois,num_jour,jour,nb_naiss_jour,phase_(deg)
1977,Mai,15,dimanche,2130,150.0841
1977,Mai,16,lundi,2362,161.0335
1977,Mai,17,mardi,2539,171.6992
1977,Mai,18,mercredi,2472,175.7987
1977,Mai,19,jeudi,2157,165.7254
1977,Mai,20,vendredi,2393,154.9479
1977,Mai,21,samedi,2235,144.0484
1977,Mai,22,dimanche,2074,133.0367
1977,Mai,23,lundi,2385,121.8751
1977,Mai,24,mardi,2475,110.5098
1977,Mai,25,mercredi,2416,98.8784
1977,Mai,26,jeudi,2382,86.9165
1977,Mai,27,vendredi,2269,74.5656
1977,Mai,28,samedi,2263,61.7851
1977,Mai,29,dimanche,1965,48.5666
1977,Mai,30,lundi,2052,34.9537
1977,Mai,31,mardi,2197,21.0801
1977,Juin,1,mercredi,2330,7.5385
1977,Juin,2,jeudi,2264,8.6304
1977,Juin,3,vendredi,2209,22.2144
1977,Juin,4,samedi,2197,35.9405
1977,Juin,5,dimanche,2041,49.3411
1977,Juin,6,lundi,2213,62.3107
1977,Juin,7,mardi,2298,74.827
1977,Juin,8,mercredi,2238,86.9145
1977,Juin,9,jeudi,2220,98.6262
1977,Juin,10,vendredi,2326,110.0285
1977,Juin,11,samedi,2219,121.1913
1977,Juin,12,dimanche,2031,132.179
1977,Juin,13,lundi,2396,143.0434
1977,Juin,14,mardi,2349,153.8093
1977,Juin,15,mercredi,2237,164.4121
1977,Juin,16,jeudi,2276,173.9622
1977,Juin,17,vendredi,2261,171.6919
1977,Juin,18,samedi,2124,161.4015
1977,Juin,19,dimanche,1970,150.4238
1977,Juin,20,lundi,2249,139.1839
1977,Juin,21,mardi,2304,127.7193
1977,Juin,22,mercredi,2192,116.0111
1977,Juin,23,jeudi,2254,104.0233
1977,Juin,24,vendredi,2318,91.7161
1977,Juin,25,samedi,2189,79.0555
1977,Juin,26,dimanche,1922,66.0255
1977,Juin,27,lundi,2260,52.6418
1977,Juin,28,mardi,2306,38.9697
1977,Juin,29,mercredi,2227,25.1579
1977,Juin,30,jeudi,2278,11.6697
1977,Juillet,1,vendredi,2177,5.993
1977,Juillet,2,samedi,2234,17.9559
1977,Juillet,3,dimanche,2118,31.1572
1977,Juillet,4,lundi,2300,44.1197
1977,Juillet,5,mardi,2373,56.6813
1977,Juillet,6,mercredi,2350,68.8185
1977,Juillet,7,jeudi,2316,80.562
1977,Juillet,8,vendredi,2234,91.9711
1977,Juillet,9,samedi,2040,103.1192
1977,Juillet,10,dimanche,1915,114.0833
1977,Juillet,11,lundi,2171,124.9367
1977,Juillet,12,mardi,2296,135.7421
1977,Juillet,13,mercredi,2130,146.5425
1977,Juillet,14,jeudi,2004,157.3343
1977,Juillet,15,vendredi,1954,167.9058
1977,Juillet,16,samedi,1954,174.9966
1977,Juillet,17,dimanche,1931,167.3302
1977,Juillet,18,lundi,2198,156.2318
1977,Juillet,19,mardi,2198,144.62
1977,Juillet,20,mercredi,2193,132.7158
1977,Juillet,21,jeudi,2113,120.5567
1977,Juillet,22,vendredi,2103,108.1445
1977,Juillet,23,samedi,2112,95.4726
1977,Juillet,24,dimanche,1905,82.5371
1977,Juillet,25,lundi,2196,69.3473
1977,Juillet,26,mardi,2115,55.9366
1977,Juillet,27,mercredi,2116,42.3732
1977,Juillet,28,jeudi,2147,28.779
1977,Juillet,29,vendredi,2155,15.4267
1977,Juillet,30,samedi,2115,4.8685
1977,Juillet,31,dimanche,1905,13.0997
1977,Août,1,lundi,2037,25.6391
1977,Août,2,mardi,2142,38.0872
1977,Août,3,mercredi,2033,50.2028
1977,Août,4,jeudi,2086,61.9607
1977,Août,5,vendredi,2192,73.394
1977,Août,6,samedi,2157,84.5639
1977,Août,7,dimanche,1975,95.5457
1977,Août,8,lundi,2018,106.4201
1977,Août,9,mardi,2140,117.2667
1977,Août,10,mercredi,2145,128.1578
1977,Août,11,jeudi,2084,139.153
1977,Août,12,vendredi,2149,150.2873
1977,Août,13,samedi,2030,161.5338
1977,Août,14,dimanche,1886,172.4294
1977,Août,15,lundi,1835,173.0388
1977,Août,16,mardi,2154,161.788
1977,Août,17,mercredi,2259,149.614
1977,Août,18,jeudi,2067,137.1294
1977,Août,19,vendredi,2085,124.432
1977,Août,20,samedi,2028,111.564
1977,Août,21,dimanche,1803,98.5529
1977,Août,22,lundi,2112,85.422
1977,Août,23,mardi,2033,72.1977
1977,Août,24,mercredi,2052,58.916
1977,Août,25,jeudi,1960,45.6284
1977,Août,26,vendredi,2087,32.4076
1977,Août,27,samedi,1952,19.3695
1977,Août,28,dimanche,1844,6.964
1977,Août,29,lundi,2000,7.3882
1977,Août,30,mardi,2030,19.2884
1977,Août,31,mercredi,2037,31.2499
1977,Septembre,1,jeudi,1970,42.9454
1977,Septembre,2,vendredi,2005,54.3604
1977,Septembre,3,samedi,1945,65.5327
1977,Septembre,4,dimanche,1699,76.5238
1977,Septembre,5,lundi,1923,87.4091
1977,Septembre,6,mardi,2001,98.2709
1977,Septembre,7,mercredi,2032,109.1929
1977,Septembre,8,jeudi,2053,120.2549
1977,Septembre,9,vendredi,1984,131.5275
1977,Septembre,10,samedi,1910,143.0657
1977,Septembre,11,dimanche,1838,154.8992
1977,Septembre,12,lundi,2034,166.9991
1977,Septembre,13,mardi,2042,177.7773
1977,Septembre,14,mercredi,1991,167.3252
1977,Septembre,15,jeudi,2093,154.4091
1977,Septembre,16,vendredi,2144,141.2687
1977,Septembre,17,samedi,1989,128.0227
1977,Septembre,18,dimanche,1863,114.7437
1977,Septembre,19,lundi,1982,101.486
1977,Septembre,20,mardi,2082,88.2888
1977,Septembre,21,mercredi,2155,75.1802
1977,Septembre,22,jeudi,2088,62.1827
1977,Septembre,23,vendredi,2114,49.3179
1977,Septembre,24,samedi,2142,36.6105
1977,Septembre,25,dimanche,1936,24.0897
1977,Septembre,26,lundi,2027,11.7949
1977,Septembre,27,mardi,2180,1.0625
1977,Septembre,28,mercredi,2000,12.2012
1977,Septembre,29,jeudi,2056,23.7562
1977,Septembre,30,vendredi,2019,35.0841
1977,Octobre,1,samedi,2068,46.2059
1977,Octobre,2,dimanche,1879,57.1673
1977,Octobre,3,lundi,2045,68.0301
1977,Octobre,4,mardi,2211,78.8676
1977,Octobre,5,mercredi,2158,89.7615
1977,Octobre,6,jeudi,2131,100.7972
1977,Octobre,7,vendredi,2121,112.0587
1977,Octobre,8,samedi,1994,123.6224
1977,Octobre,9,dimanche,1779,135.5498
1977,Octobre,10,lundi,1972,147.8786
1977,Octobre,11,mardi,2135,160.614
1977,Octobre,12,mercredi,2005,173.7191
1977,Octobre,13,jeudi,1964,172.8402
1977,Octobre,14,vendredi,2051,159.2223
1977,Octobre,15,samedi,1951,145.5113
1977,Octobre,16,dimanche,1770,131.828
1977,Octobre,17,lundi,2016,118.2724
1977,Octobre,18,mardi,2077,104.9162
1977,Octobre,19,mercredi,1928,91.8015
1977,Octobre,20,jeudi,1951,78.9444
1977,Octobre,21,vendredi,2174,66.3432
1977,Octobre,22,samedi,1933,53.9864
1977,Octobre,23,dimanche,1706,41.8608
1977,Octobre,24,lundi,1908,29.956
1977,Octobre,25,mardi,2086,18.2721
1977,Octobre,26,mercredi,1926,6.8795
1977,Octobre,27,jeudi,2002,4.9245
1977,Octobre,28,vendredi,2038,15.8861
1977,Octobre,29,samedi,1895,26.8561
1977,Octobre,30,dimanche,1740,37.7269
1977,Octobre,31,lundi,1827,48.5288
1977,Novembre,1,mardi,1783,59.3146
1977,Novembre,2,mercredi,1875,70.1504
1977,Novembre,3,jeudi,2060,81.1126
1977,Novembre,4,vendredi,1994,92.2835
1977,Novembre,5,samedi,1885,103.7465
1977,Novembre,6,dimanche,1735,115.5781
1977,Novembre,7,lundi,1907,127.8383
1977,Novembre,8,mardi,1962,140.5564
1977,Novembre,9,mercredi,2007,153.7105
1977,Novembre,10,jeudi,2008,167.1575
1977,Novembre,11,vendredi,1857,176.7777
1977,Novembre,12,samedi,1881,164.2313
1977,Novembre,13,dimanche,1665,150.2692
1977,Novembre,14,lundi,1869,136.378
1977,Novembre,15,mardi,2013,122.7398
1977,Novembre,16,mercredi,2003,109.4463
1977,Novembre,17,jeudi,1933,96.5358
1977,Novembre,18,vendredi,1945,84.0068
1977,Novembre,19,samedi,1821,71.832
1977,Novembre,20,dimanche,1686,59.971
1977,Novembre,21,lundi,1936,48.3808
1977,Novembre,22,mardi,1952,37.025
1977,Novembre,23,mercredi,1966,25.887
1977,Novembre,24,jeudi,1908,15.0205
1977,Novembre,25,vendredi,1937,5.2391
1977,Novembre,26,samedi,1806,8.2635
1977,Novembre,27,dimanche,1701,18.5231
1977,Novembre,28,lundi,1913,29.1456
1977,Novembre,29,mardi,1935,39.8524
1977,Novembre,30,mercredi,1940,50.6403
1977,Décembre,1,jeudi,1911,61.5519
1977,Décembre,2,vendredi,1916,72.6484
1977,Décembre,3,samedi,1821,84.0012
1977,Décembre,4,dimanche,1674,95.6847
1977,Décembre,5,lundi,1891,107.7685
1977,Décembre,6,mardi,1980,120.3041
1977,Décembre,7,mercredi,1930,133.3095
1977,Décembre,8,jeudi,2005,146.7435
1977,Décembre,9,vendredi,2027,160.4413
1977,Décembre,10,samedi,1806,173.3424
1977,Décembre,11,dimanche,1717,169.4459
1977,Décembre,12,lundi,1984,155.8372
1977,Décembre,13,mardi,2046,142.0278
1977,Décembre,14,mercredi,1938,128.5092
1977,Décembre,15,jeudi,1894,115.4113
1977,Décembre,16,vendredi,2040,102.7713
1977,Décembre,17,samedi,1869,90.5742
1977,Décembre,18,dimanche,1713,78.7733
1977,Décembre,19,lundi,1946,67.307
1977,Décembre,20,mardi,1953,56.1099
1977,Décembre,21,mercredi,1915,45.1234
1977,Décembre,22,jeudi,1932,34.3044
1977,Décembre,23,vendredi,1912,23.6476
1977,Décembre,24,samedi,1892,13.2989
1977,Décembre,25,dimanche,1660,5.1789
1977,Décembre,26,lundi,1889,10.4404
1977,Décembre,27,mardi,2089,20.6352
1977,Décembre,28,mercredi,2002,31.341
1977,Décembre,29,jeudi,1935,42.2672
1977,Décembre,30,vendredi,1918,53.3926
1977,Décembre,31,samedi,1790,64.7479
1978,Janvier,1,dimanche,1654,76.3818
1978,Janvier,2,lundi,1854,88.3498
1978,Janvier,3,mardi,2042,100.7038
1978,Janvier,4,mercredi,2048,113.4802
1978,Janvier,5,jeudi,1974,126.6833
1978,Janvier,6,vendredi,1870,140.266
1978,Janvier,7,samedi,1856,154.0918
1978,Janvier,8,dimanche,1749,167.7198
1978,Janvier,9,lundi,2023,174.2102
1978,Janvier,10,mardi,1945,162.2243
1978,Janvier,11,mercredi,1968,148.7598
1978,Janvier,12,jeudi,1986,135.5251
1978,Janvier,13,vendredi,1934,122.7145
1978,Janvier,14,samedi,1869,110.3682
1978,Janvier,15,dimanche,1750,98.464
1978,Janvier,16,lundi,1906,86.9456
1978,Janvier,17,mardi,2051,75.7398
1978,Janvier,18,mercredi,1960,64.7678
1978,Janvier,19,jeudi,1880,53.9543
1978,Janvier,20,vendredi,1951,43.2342
1978,Janvier,21,samedi,1916,32.5609
1978,Janvier,22,dimanche,1772,21.9294
1978,Janvier,23,lundi,1924,11.5188
1978,Janvier,24,mardi,2084,4.5299
1978,Janvier,25,mercredi,1933,12.3268
1978,Janvier,26,jeudi,1947,23.1634
1978,Janvier,27,vendredi,1861,34.4351
1978,Janvier,28,samedi,1894,45.9708
1978,Janvier,29,dimanche,1850,57.7551
1978,Janvier,30,lundi,1955,69.8046
1978,Janvier,31,mardi,1963,82.1461
1978,Février,1,mercredi,1883,94.8048
1978,Février,2,jeudi,1983,107.7942
1978,Février,3,vendredi,1987,121.1036
1978,Février,4,samedi,1900,134.6859
1978,Février,5,dimanche,1780,148.4426
1978,Février,6,lundi,2083,162.1793
1978,Février,7,mardi,2022,174.7881
1978,Février,8,mercredi,2043,169.1515
1978,Février,9,jeudi,2028,156.1771
1978,Février,10,vendredi,2112,143.3266
1978,Février,11,samedi,2014,130.8635
1978,Février,12,dimanche,1757,118.8222
1978,Février,13,lundi,1986,107.176
1978,Février,14,mardi,2015,95.8655
1978,Février,15,mercredi,2045,84.8141
1978,Février,16,jeudi,2036,73.938
1978,Février,17,vendredi,2175,63.1532
1978,Février,18,samedi,2049,52.3814
1978,Février,19,dimanche,1814,41.5548
1978,Février,20,lundi,2111,30.6217
1978,Février,21,mardi,2103,19.5607
1978,Février,22,mercredi,1992,8.495
1978,Février,23,jeudi,2116,4.4489
1978,Février,24,vendredi,2220,15.507
1978,Février,25,samedi,1985,27.3769
1978,Février,26,dimanche,1845,39.5202
1978,Février,27,lundi,1993,51.8848
1978,Février,28,mardi,2083,64.4543
1978,Mars,1,mercredi,2082,77.2214
1978,Mars,2,jeudi,2037,90.1806
1978,Mars,3,vendredi,2085,103.321
1978,Mars,4,samedi,2031,116.6198
1978,Mars,5,dimanche,1851,130.0346
1978,Mars,6,lundi,2051,143.5
1978,Mars,7,mardi,2043,156.926
1978,Mars,8,mercredi,2053,170.1733
1978,Mars,9,jeudi,2095,176.2335
1978,Mars,10,vendredi,2109,163.7037
1978,Mars,11,samedi,1992,151.2806
1978,Mars,12,dimanche,1875,139.2086
1978,Mars,13,lundi,2019,127.4916
1978,Mars,14,mardi,1994,116.0943
1978,Mars,15,mercredi,2104,104.9573
1978,Mars,16,jeudi,2057,94.0056
1978,Mars,17,vendredi,2182,83.1559
1978,Mars,18,samedi,2004,72.3219
1978,Mars,19,dimanche,1851,61.4199
1978,Mars,20,lundi,2079,50.3732
1978,Mars,21,mardi,2129,39.1168
1978,Mars,22,mercredi,2079,27.6016
1978,Mars,23,jeudi,2201,15.7984
1978,Mars,24,vendredi,2083,3.7028
1978,Mars,25,samedi,2086,8.687
1978,Mars,26,dimanche,1900,21.3167
1978,Mars,27,lundi,1886,34.1509
1978,Mars,28,mardi,2094,47.1378
1978,Mars,29,mercredi,2153,60.2277
1978,Mars,30,jeudi,2262,73.3781
1978,Mars,31,vendredi,2262,86.5543
1978,Avril,1,samedi,2099,99.7284
1978,Avril,2,dimanche,1818,112.8742
1978,Avril,3,lundi,2305,125.9627
1978,Avril,4,mardi,2244,138.9584
1978,Avril,5,mercredi,2167,151.8178
1978,Avril,6,jeudi,2216,164.4879
1978,Avril,7,vendredi,2265,176.8074
1978,Avril,8,samedi,2066,170.751
1978,Avril,9,dimanche,1973,158.8634
1978,Avril,10,lundi,2211,147.2344
1978,Avril,11,mardi,2196,135.8648
1978,Avril,12,mercredi,2200,124.7191
1978,Avril,13,jeudi,2262,113.742
1978,Avril,14,vendredi,2250,102.8643
1978,Avril,15,samedi,2123,92.0069
1978,Avril,16,dimanche,1981,81.0855
1978,Avril,17,lundi,2252,70.0159
1978,Avril,18,mardi,2240,58.719
1978,Avril,19,mercredi,2158,47.1278
1978,Avril,20,jeudi,2393,35.1961
1978,Avril,21,vendredi,2245,22.9126
1978,Avril,22,samedi,2153,10.3675
1978,Avril,23,dimanche,1941,3.7551
1978,Avril,24,lundi,2150,16.381
1978,Avril,25,mardi,2546,29.7579
1978,Avril,26,mercredi,2384,43.2525
1978,Avril,27,jeudi,2317,56.7382
1978,Avril,28,vendredi,2364,70.1311
1978,Avril,29,samedi,2273,83.3748
1978,Avril,30,dimanche,1975,96.4359
1978,Mai,1,lundi,2097,109.2982
1978,Mai,2,mardi,2376,121.955
1978,Mai,3,mercredi,2400,134.4012
1978,Mai,4,jeudi,2188,146.6259
1978,Mai,5,vendredi,2479,158.5947
1978,Mai,6,samedi,2304,170.1236
1978,Mai,7,dimanche,2037,175.8736
1978,Mai,8,lundi,2274,165.7859
1978,Mai,9,mardi,2457,154.7199
1978,Mai,10,mercredi,2319,143.7102
1978,Mai,11,jeudi,2394,132.7972
1978,Mai,12,vendredi,2380,121.948
1978,Mai,13,samedi,2214,111.1056
1978,Mai,14,dimanche,2007,100.1994
1978,Mai,15,lundi,2107,89.151
1978,Mai,16,mardi,2327,77.879
1978,Mai,17,mercredi,2471,66.3061
1978,Mai,18,jeudi,2393,54.3681
1978,Mai,19,vendredi,2329,42.0264
1978,Mai,20,samedi,2243,29.2904
1978,Mai,21,dimanche,2068,16.2969
1978,Mai,22,lundi,2244,4.7482
1978,Mai,23,mardi,2342,12.4341
1978,Mai,24,mercredi,2250,25.9744
1978,Mai,25,jeudi,2228,39.7524
1978,Mai,26,vendredi,2256,53.4314
1978,Mai,27,samedi,2230,66.8793
1978,Mai,28,dimanche,2061,80.0282
1978,Mai,29,lundi,2271,92.8526
1978,Mai,30,mardi,2349,105.356
1978,Mai,31,mercredi,2296,117.5586
1978,Juin,1,jeudi,2314,129.4862
1978,Juin,2,vendredi,2335,141.1595
1978,Juin,3,samedi,2137,152.5772
1978,Juin,4,dimanche,2019,163.651
1978,Juin,5,lundi,2246,173.4936
1978,Juin,6,mardi,2286,171.8022
1978,Juin,7,mercredi,2172,161.7225
1978,Juin,8,jeudi,2188,151.0592
1978,Juin,9,vendredi,2182,140.3063
1978,Juin,10,samedi,2116,129.5004
1978,Juin,11,dimanche,1782,118.6091
1978,Juin,12,lundi,2224,107.5758
1978,Juin,13,mardi,2198,96.3317
1978,Juin,14,mercredi,2144,84.8029
1978,Juin,15,jeudi,2173,72.9184
1978,Juin,16,vendredi,2210,60.6208
1978,Juin,17,samedi,2090,47.8808
1978,Juin,18,dimanche,1923,34.7206
1978,Juin,19,lundi,2179,21.274
1978,Juin,20,mardi,2279,8.3366
1978,Juin,21,mercredi,2196,9.0134
1978,Juin,22,jeudi,2159,22.2698
1978,Juin,23,vendredi,2137,36.097
1978,Juin,24,samedi,2024,49.7614
1978,Juin,25,dimanche,1837,63.0905
1978,Juin,26,lundi,2058,76.0191
1978,Juin,27,mardi,2175,88.5384
1978,Juin,28,mercredi,2132,100.6749
1978,Juin,29,jeudi,2243,112.4738
1978,Juin,30,vendredi,2194,123.9874
1978,Juillet,1,samedi,2047,135.2644
1978,Juillet,2,dimanche,1901,146.3388
1978,Juillet,3,lundi,2066,157.2056
1978,Juillet,4,mardi,2216,167.6793
1978,Juillet,5,mercredi,2152,175.0927
1978,Juillet,6,jeudi,2109,168.4423
1978,Juillet,7,vendredi,2062,158.0898
1978,Juillet,8,samedi,2024,147.3485
1978,Juillet,9,dimanche,1851,136.4353
1978,Juillet,10,lundi,2100,125.3573
1978,Juillet,11,mardi,2263,114.077
1978,Juillet,12,mercredi,2210,102.5399
1978,Juillet,13,jeudi,2232,90.6851
1978,Juillet,14,vendredi,1956,78.4541
1978,Juillet,15,samedi,1928,65.8023
1978,Juillet,16,dimanche,1838,52.7133
1978,Juillet,17,lundi,2068,39.2182
1978,Juillet,18,mardi,2227,25.4292
1978,Juillet,19,mercredi,2071,11.7339
1978,Juillet,20,jeudi,2133,5.6025
1978,Juillet,21,vendredi,2104,18.1518
1978,Juillet,22,samedi,2032,31.8539
1978,Juillet,23,dimanche,1811,45.3334
1978,Juillet,24,lundi,2031,58.4126
1978,Juillet,25,mardi,2220,71.0443
1978,Juillet,26,mercredi,2156,83.2396
1978,Juillet,27,jeudi,2093,95.0445
1978,Juillet,28,vendredi,2249,106.5231
1978,Juillet,29,samedi,2167,117.7459
1978,Juillet,30,dimanche,1865,128.7814
1978,Juillet,31,lundi,2054,139.6892
1978,Août,1,mardi,1949,150.512
1978,Août,2,mercredi,1977,161.2507
1978,Août,3,jeudi,1925,171.6542
1978,Août,4,vendredi,1962,174.9098
1978,Août,5,samedi,1976,164.9999
1978,Août,6,dimanche,1783,154.0379
1978,Août,7,lundi,1961,142.8155
1978,Août,8,mardi,2012,131.3813
1978,Août,9,mercredi,1960,119.7173
1978,Août,10,jeudi,2042,107.7876
1978,Août,11,vendredi,2001,95.5505
1978,Août,12,samedi,1901,82.9675
1978,Août,13,dimanche,1769,70.0135
1978,Août,14,lundi,1810,56.6892
1978,Août,15,mardi,1768,43.0335
1978,Août,16,mercredi,1904,29.137
1978,Août,17,jeudi,1991,15.1775
1978,Août,18,vendredi,2054,2.8698
1978,Août,19,samedi,1932,13.3358
1978,Août,20,dimanche,1702,26.7983
1978,Août,21,lundi,1939,39.9585
1978,Août,22,mardi,2056,52.6918
1978,Août,23,mercredi,1974,64.9801
1978,Août,24,jeudi,1924,76.8532
1978,Août,25,vendredi,1968,88.3695
1978,Août,26,samedi,1812,99.6036
1978,Août,27,dimanche,1656,110.6363
1978,Août,28,lundi,1866,121.5472
1978,Août,29,mardi,1977,132.4098
1978,Août,30,mercredi,1923,143.2878
1978,Août,31,jeudi,1955,154.2314
1978,Septembre,1,vendredi,1955,165.2682
1978,Septembre,2,samedi,1800,176.2383
1978,Septembre,3,dimanche,1739,171.9091
1978,Septembre,4,lundi,1916,160.4341
1978,Septembre,5,mardi,1942,148.7056
1978,Septembre,6,mercredi,1962,136.765
1978,Septembre,7,jeudi,1980,124.6079
1978,Septembre,8,vendredi,1936,112.2218
1978,Septembre,9,samedi,1934,99.592
1978,Septembre,10,dimanche,1790,86.7065
1978,Septembre,11,lundi,1910,73.5641
1978,Septembre,12,mardi,1989,60.1825
1978,Septembre,13,mercredi,1892,46.6057
1978,Septembre,14,jeudi,2035,32.9083
1978,Septembre,15,vendredi,1954,19.1921
1978,Septembre,16,samedi,1895,5.5786
1978,Septembre,17,dimanche,1778,7.8383
1978,Septembre,18,lundi,2013,20.9255
1978,Septembre,19,mardi,2045,33.6358
1978,Septembre,20,mercredi,1938,45.9393
1978,Septembre,21,jeudi,2008,57.8455
1978,Septembre,22,vendredi,2071,69.3951
1978,Septembre,23,samedi,1973,80.6512
1978,Septembre,24,dimanche,1791,91.6913
1978,Septembre,25,lundi,2012,102.5994
1978,Septembre,26,mardi,2076,113.4598
1978,Septembre,27,mercredi,2018,124.3524
1978,Septembre,28,jeudi,2055,135.3482
1978,Septembre,29,vendredi,2033,146.5057
1978,Septembre,30,samedi,1943,157.8663
1978,Octobre,1,dimanche,1841,169.4422
1978,Octobre,2,lundi,2064,178.2642
1978,Octobre,3,mardi,2033,166.5118
1978,Octobre,4,mercredi,2038,154.2144
1978,Octobre,5,jeudi,2075,141.7027
1978,Octobre,6,vendredi,2105,129.0126
1978,Octobre,7,samedi,1972,116.1708
1978,Octobre,8,dimanche,1777,103.1986
1978,Octobre,9,lundi,1932,90.1148
1978,Octobre,10,mardi,2092,76.9397
1978,Octobre,11,mercredi,1908,63.7006
1978,Octobre,12,jeudi,2036,50.4376
1978,Octobre,13,vendredi,1948,37.2072
1978,Octobre,14,samedi,1906,24.0871
1978,Octobre,15,dimanche,1674,11.2172
1978,Octobre,16,lundi,2061,2.886
1978,Octobre,17,mardi,2044,14.4327
1978,Octobre,18,mercredi,1857,26.501
1978,Octobre,19,jeudi,1915,38.2895
1978,Octobre,20,vendredi,2057,49.7785
1978,Octobre,21,samedi,1908,61.0013
1978,Octobre,22,dimanche,1658,72.0157
1978,Octobre,23,lundi,1893,82.895
1978,Octobre,24,mardi,1982,93.721
1978,Octobre,25,mercredi,1938,104.5786
1978,Octobre,26,jeudi,1959,115.5506
1978,Octobre,27,vendredi,1978,126.7117
1978,Octobre,28,samedi,1772,138.1214
1978,Octobre,29,dimanche,1623,149.8132
1978,Octobre,30,lundi,1874,161.76
1978,Octobre,31,mardi,1920,173.5055
1978,Novembre,1,mercredi,1684,172.0189
1978,Novembre,2,jeudi,1846,159.5575
1978,Novembre,3,vendredi,1913,146.5444
1978,Novembre,4,samedi,1816,133.3648
1978,Novembre,5,dimanche,1752,120.1302
1978,Novembre,6,lundi,1974,106.9105
1978,Novembre,7,mardi,1980,93.7535
1978,Novembre,8,mercredi,1911,80.6915
1978,Novembre,9,jeudi,1978,67.7478
1978,Novembre,10,vendredi,1935,54.944
1978,Novembre,11,samedi,1771,42.3075
1978,Novembre,12,dimanche,1670,29.8827
1978,Novembre,13,lundi,1945,17.776
1978,Novembre,14,mardi,2000,6.6828
1978,Novembre,15,mercredi,1918,7.9161
1978,Novembre,16,jeudi,1901,18.7769
1978,Novembre,17,vendredi,1878,29.9568
1978,Novembre,18,samedi,1843,41.0184
1978,Novembre,19,dimanche,1624,51.9357
1978,Novembre,20,lundi,1947,62.7456
1978,Novembre,21,mardi,1837,73.5091
1978,Novembre,22,mercredi,1982,84.3012
1978,Novembre,23,jeudi,1963,95.204
1978,Novembre,24,vendredi,1947,106.3009
1978,Novembre,25,samedi,1729,117.6699
1978,Novembre,26,dimanche,1636,129.3743
1978,Novembre,27,lundi,1909,141.4484
1978,Novembre,28,mardi,1860,153.8679
1978,Novembre,29,mercredi,1845,166.3987
1978,Novembre,30,jeudi,1948,175.1249
1978,Décembre,1,vendredi,1814,165.0315
1978,Décembre,2,samedi,1857,151.7224
1978,Décembre,3,dimanche,1708,138.1565
1978,Décembre,4,lundi,1920,124.6294
1978,Décembre,5,mardi,1951,111.2678
1978,Décembre,6,mercredi,1994,98.1404
1978,Décembre,7,jeudi,1928,85.2783
1978,Décembre,8,vendredi,2110,72.6876
1978,Décembre,9,samedi,1984,60.3604
1978,Décembre,10,dimanche,1720,48.2861
1978,Décembre,11,lundi,1957,36.4627
1978,Décembre,12,mardi,2093,24.9194
1978,Décembre,13,mercredi,2009,13.8317
1978,Décembre,14,jeudi,2031,5.2215
1978,Décembre,15,vendredi,2052,10.8033
1978,Décembre,16,samedi,1821,21.1905
1978,Décembre,17,dimanche,1652,31.8724
1978,Décembre,18,lundi,1832,42.5687
1978,Décembre,19,mardi,1976,53.2656
1978,Décembre,20,mercredi,1966,64.004
1978,Décembre,21,jeudi,2039,74.8467
1978,Décembre,22,vendredi,2005,85.869
1978,Décembre,23,samedi,1967,97.1516
1978,Décembre,24,dimanche,1743,108.7727
1978,Décembre,25,lundi,1608,120.7988
1978,Décembre,26,mardi,1930,133.2696
1978,Décembre,27,mercredi,2078,146.176
1978,Décembre,28,jeudi,2047,159.3996
1978,Décembre,29,vendredi,2034,172.1384
1978,Décembre,30,samedi,1829,170.8104
1978,Décembre,31,dimanche,1809,157.5304
1979,Janvier,1,lundi,1641,143.7055
1979,Janvier,2,mardi,1789,130.004
1979,Janvier,3,mercredi,1886,116.6009
1979,Janvier,4,jeudi,2024,103.5707
1979,Janvier,5,vendredi,1946,90.9323
1979,Janvier,6,samedi,1897,78.6684
1979,Janvier,7,dimanche,1679,66.7412
1979,Janvier,8,lundi,1917,55.1049
1979,Janvier,9,mardi,1971,43.7161
1979,Janvier,10,mercredi,2035,32.544
1979,Janvier,11,jeudi,2039,21.5932
1979,Janvier,12,vendredi,1975,11.0408
1979,Janvier,13,samedi,1866,4.2727
1979,Janvier,14,dimanche,1706,12.2466
1979,Janvier,15,lundi,1960,22.6734
1979,Janvier,16,mardi,2023,33.322
1979,Janvier,17,mercredi,1980,44.07
1979,Janvier,18,jeudi,2055,54.9322
1979,Janvier,19,vendredi,2035,65.9571
1979,Janvier,20,samedi,2010,77.2087
1979,Janvier,21,dimanche,1752,88.759
1979,Janvier,22,lundi,1994,100.6801
1979,Janvier,23,mardi,2031,113.034
1979,Janvier,24,mercredi,2034,125.8592
1979,Janvier,25,jeudi,2023,139.1536
1979,Janvier,26,vendredi,1998,152.8505
1979,Janvier,27,samedi,2005,166.7321
1979,Janvier,28,dimanche,1899,176.3485
1979,Janvier,29,lundi,1990,163.9021
1979,Janvier,30,mardi,1902,149.9511
1979,Janvier,31,mercredi,1919,136.2219
1979,Février,1,jeudi,2032,122.8914
1979,Février,2,vendredi,2019,110.0203
1979,Février,3,samedi,1852,97.6096
1979,Février,4,dimanche,1819,85.6215
1979,Février,5,lundi,2111,73.9959
1979,Février,6,mardi,2048,62.6633
1979,Février,7,mercredi,2045,51.5542
1979,Février,8,jeudi,2101,40.6056
1979,Février,9,vendredi,2060,29.7657
1979,Février,10,samedi,2008,19.0027
1979,Février,11,dimanche,1814,8.3721
