annee,mois,num_jour,jour,nb_naiss_jour,phase_(deg)
1968,Janvier,1,lundi,2080,162.8823
1968,Janvier,2,mardi,2319,150.3425
1968,Janvier,3,mercredi,2335,138.0308
1968,Janvier,4,jeudi,2338,126.0809
1968,Janvier,5,vendredi,2319,114.4948
1968,Janvier,6,samedi,2212,103.2281
1968,Janvier,7,dimanche,2083,92.212
1968,Janvier,8,lundi,2252,81.3665
1968,Janvier,9,mardi,2261,70.608
1968,Janvier,10,mercredi,2295,59.8563
1968,Janvier,11,jeudi,2233,49.0413
1968,Janvier,12,vendredi,2284,38.1105
1968,Janvier,13,samedi,2168,27.0475
1968,Janvier,14,dimanche,2166,15.9544
1968,Janvier,15,lundi,2366,6.0773
1968,Janvier,16,mardi,2368,9.7993
1968,Janvier,17,mercredi,2331,21.1886
1968,Janvier,18,jeudi,2267,33.3359
1968,Janvier,19,vendredi,2286,45.7845
1968,Janvier,20,samedi,2301,58.4348
1968,Janvier,21,dimanche,2139,71.2421
1968,Janvier,22,lundi,2268,84.1786
1968,Janvier,23,mardi,2290,97.2216
1968,Janvier,24,mercredi,2345,110.3454
1968,Janvier,25,jeudi,2254,123.5128
1968,Janvier,26,vendredi,2324,136.6667
1968,Janvier,27,samedi,2303,149.7168
1968,Janvier,28,dimanche,2232,162.4744
1968,Janvier,29,lundi,2335,173.7457
1968,Janvier,30,mardi,2352,170.1573
1968,Janvier,31,mercredi,2303,158.5799
1968,Février,1,jeudi,2327,146.8222
1968,Février,2,vendredi,2399,135.2855
1968,Février,3,samedi,2228,124.0065
1968,Février,4,dimanche,2198,112.9536
1968,Février,5,lundi,2391,102.0668
1968,Février,6,mardi,2516,91.2704
1968,Février,7,mercredi,2398,80.4818
1968,Février,8,jeudi,2402,69.6173
1968,Février,9,vendredi,2515,58.5982
1968,Février,10,samedi,2410,47.3576
1968,Février,11,dimanche,2189,35.8513
1968,Février,12,lundi,2268,24.0803
1968,Février,13,mardi,2359,12.223
1968,Février,14,mercredi,2396,4.3094
1968,Février,15,jeudi,2392,14.4979
1968,Février,16,vendredi,2298,27.2407
1968,Février,17,samedi,2204,40.3091
1968,Février,18,dimanche,2136,53.4934
1968,Février,19,lundi,2299,66.6993
1968,Février,20,mardi,2372,79.8669
1968,Février,21,mercredi,2290,92.957
1968,Février,22,jeudi,2247,105.9442
1968,Février,23,vendredi,2286,118.8092
1968,Février,24,samedi,2342,131.532
1968,Février,25,dimanche,2081,144.0848
1968,Février,26,lundi,2296,156.4187
1968,Février,27,mardi,2272,168.3788
1968,Février,28,mercredi,2261,176.5376
1968,Février,29,jeudi,2305,166.9472
1968,Mars,1,vendredi,2371,155.6432
1968,Mars,2,samedi,2385,144.4342
1968,Mars,3,dimanche,2200,133.3863
1968,Mars,4,lundi,2394,122.4733
1968,Mars,5,mardi,2391,111.6408
1968,Mars,6,mercredi,2416,100.8183
1968,Mars,7,jeudi,2386,89.9259
1968,Mars,8,vendredi,2352,78.8791
1968,Mars,9,samedi,2454,67.5947
1968,Mars,10,dimanche,2235,55.998
1968,Mars,11,lundi,2470,44.0309
1968,Mars,12,mardi,2389,31.6637
1968,Mars,13,mercredi,2269,18.9147
1968,Mars,14,jeudi,2399,6.0207
1968,Mars,15,vendredi,2409,8.1438
1968,Mars,16,samedi,2477,21.6173
1968,Mars,17,dimanche,2274,35.2991
1968,Mars,18,lundi,2391,48.9523
1968,Mars,19,mardi,2450,62.4632
1968,Mars,20,mercredi,2442,75.7593
1968,Mars,21,jeudi,2473,88.8024
1968,Mars,22,vendredi,2355,101.5814
1968,Mars,23,samedi,2370,114.1035
1968,Mars,24,dimanche,2174,126.3851
1968,Mars,25,lundi,2501,138.4445
1968,Mars,26,mardi,2441,150.2972
1968,Mars,27,mercredi,2294,161.9528
1968,Mars,28,jeudi,2356,173.3937
1968,Mars,29,vendredi,2441,175.1304
1968,Mars,30,samedi,2456,164.0372
1968,Mars,31,dimanche,2288,153.0247
1968,Avril,1,lundi,2448,142.108
1968,Avril,2,mardi,2361,131.2488
1968,Avril,3,mercredi,2381,120.3931
1968,Avril,4,jeudi,2370,109.475
1968,Avril,5,vendredi,2344,98.4193
1968,Avril,6,samedi,2454,87.145
1968,Avril,7,dimanche,2208,75.5704
1968,Avril,8,lundi,2344,63.6209
1968,Avril,9,mardi,2348,51.2387
1968,Avril,10,mercredi,2344,38.3948
1968,Avril,11,jeudi,2434,25.1011
1968,Avril,12,vendredi,2414,11.4201
1968,Avril,13,samedi,2435,2.5893
1968,Avril,14,dimanche,2275,16.6619
1968,Avril,15,lundi,2285,30.7367
1968,Avril,16,mardi,2516,44.6398
1968,Avril,17,mercredi,2464,58.2553
1968,Avril,18,jeudi,2399,71.5128
1968,Avril,19,vendredi,2431,84.3861
1968,Avril,20,samedi,2502,96.8846
1968,Avril,21,dimanche,2391,109.041
1968,Avril,22,lundi,2518,120.9
1968,Avril,23,mardi,2427,132.5092
1968,Avril,24,mercredi,2358,143.9121
1968,Avril,25,jeudi,2286,155.1434
1968,Avril,26,vendredi,2356,166.2166
1968,Avril,27,samedi,2404,176.8491
1968,Avril,28,dimanche,2268,171.5498
1968,Avril,29,lundi,2495,160.7517
1968,Avril,30,mardi,2459,149.9013
1968,Mai,1,mercredi,2409,139.0152
1968,Mai,2,jeudi,2466,128.0549
1968,Mai,3,vendredi,2421,116.966
1968,Mai,4,samedi,2551,105.684
1968,Mai,5,dimanche,2303,94.1377
1968,Mai,6,lundi,2563,82.2555
1968,Mai,7,mardi,2447,69.9728
1968,Mai,8,mercredi,2474,57.2445
1968,Mai,9,jeudi,2428,44.0591
1968,Mai,10,vendredi,2547,30.4573
1968,Mai,11,samedi,2478,16.573
1968,Mai,12,dimanche,2278,3.5488
1968,Mai,13,lundi,2499,12.5016
1968,Mai,14,mardi,2584,26.4795
1968,Mai,15,mercredi,2537,40.3056
1968,Mai,16,jeudi,2440,53.7741
1968,Mai,17,vendredi,2410,66.8099
1968,Mai,18,samedi,2387,79.3984
1968,Mai,19,dimanche,2250,91.5657
1968,Mai,20,lundi,2526,103.3631
1968,Mai,21,mardi,2384,114.8535
1968,Mai,22,mercredi,2419,126.1015
1968,Mai,23,jeudi,2301,137.1655
1968,Mai,24,vendredi,2483,148.0897
1968,Mai,25,samedi,2364,158.8851
1968,Mai,26,dimanche,2397,169.4053
1968,Mai,27,lundi,2377,176.0426
1968,Mai,28,mardi,2427,167.4681
1968,Mai,29,mercredi,2470,156.7636
1968,Mai,30,jeudi,2333,145.7864
1968,Mai,31,vendredi,2364,134.6286
1968,Juin,1,samedi,2359,123.2754
1968,Juin,2,dimanche,2237,111.6863
1968,Juin,3,lundi,2215,99.8109
1968,Juin,4,mardi,2206,87.5973
1968,Juin,5,mercredi,2323,75.0019
1968,Juin,6,jeudi,2412,62.0015
1968,Juin,7,vendredi,2329,48.6089
1968,Juin,8,samedi,2255,34.8927
1968,Juin,9,dimanche,2243,21.0254
1968,Juin,10,lundi,2284,7.7858
1968,Juin,11,mardi,2347,9.0125
1968,Juin,12,mercredi,2321,22.2128
1968,Juin,13,jeudi,2301,35.6457
1968,Juin,14,vendredi,2303,48.75
1968,Juin,15,samedi,2404,61.4231
1968,Juin,16,dimanche,2337,73.6544
1968,Juin,17,lundi,2394,85.4792
1968,Juin,18,mardi,2441,96.9582
1968,Juin,19,mercredi,2461,108.1639
1968,Juin,20,jeudi,2394,119.1706
1968,Juin,21,vendredi,2224,130.0467
1968,Juin,22,samedi,2338,140.8472
1968,Juin,23,dimanche,2209,151.6011
1968,Juin,24,lundi,2402,162.2583
1968,Juin,25,mardi,2423,172.2118
1968,Juin,26,mercredi,2447,172.9125
1968,Juin,27,jeudi,2475,162.9127
1968,Juin,28,vendredi,2444,151.7797
1968,Juin,29,samedi,2497,140.3011
1968,Juin,30,dimanche,2330,128.5628
1968,Juillet,1,lundi,2557,116.568
1968,Juillet,2,mardi,2636,104.2988
1968,Juillet,3,mercredi,2363,91.7334
1968,Juillet,4,jeudi,2221,78.8563
1968,Juillet,5,vendredi,2283,65.6704
1968,Juillet,6,samedi,2401,52.209
1968,Juillet,7,dimanche,2117,38.551
1968,Juillet,8,lundi,2369,24.8525
1968,Juillet,9,mardi,2430,11.5826
1968,Juillet,10,mercredi,2440,5.9785
1968,Juillet,11,jeudi,2344,17.5406
1968,Juillet,12,vendredi,2213,30.3855
1968,Juillet,13,samedi,2309,43.0045
1968,Juillet,14,dimanche,2211,55.248
1968,Juillet,15,lundi,2177,67.1047
1968,Juillet,16,mardi,2217,78.613
1968,Juillet,17,mercredi,2355,89.8366
1968,Juillet,18,jeudi,2303,100.8517
1968,Juillet,19,vendredi,2280,111.7379
1968,Juillet,20,samedi,2269,122.5709
1968,Juillet,21,dimanche,2126,133.417
1968,Juillet,22,lundi,2316,144.3246
1968,Juillet,23,mardi,2341,155.3048
1968,Juillet,24,mercredi,2359,166.2253
1968,Juillet,25,jeudi,2280,175.0638
1968,Juillet,26,vendredi,2257,168.6935
1968,Juillet,27,samedi,2255,157.3018
1968,Juillet,28,dimanche,2130,145.3356
1968,Juillet,29,lundi,2325,133.0757
1968,Juillet,30,mardi,2331,120.5816
1968,Juillet,31,mercredi,2329,107.8754
1968,Août,1,jeudi,2386,94.9693
1968,Août,2,vendredi,2248,81.877
1968,Août,3,samedi,2218,68.6215
1968,Août,4,dimanche,2000,55.2438
1968,Août,5,lundi,2214,41.8105
1968,Août,6,mardi,2257,28.4262
1968,Août,7,mercredi,2218,15.3052
1968,Août,8,jeudi,2204,4.427
1968,Août,9,vendredi,2295,12.1412
1968,Août,10,samedi,2239,24.3673
1968,Août,11,dimanche,2164,36.4869
1968,Août,12,lundi,2249,48.3049
1968,Août,13,mardi,2274,59.813
1968,Août,14,mercredi,2217,71.052
1968,Août,15,jeudi,2136,82.0862
1968,Août,16,vendredi,2279,92.9925
1968,Août,17,samedi,2165,103.853
1968,Août,18,dimanche,2099,114.749
1968,Août,19,lundi,2123,125.7557
1968,Août,20,mardi,2227,136.9366
1968,Août,21,mercredi,2305,148.335
1968,Août,22,jeudi,2342,159.9519
1968,Août,23,vendredi,2373,171.5653
1968,Août,24,samedi,2153,174.4289
1968,Août,25,dimanche,2106,162.6323
1968,Août,26,lundi,2278,149.9987
1968,Août,27,mardi,2339,137.1145
1968,Août,28,mercredi,2326,124.081
1968,Août,29,jeudi,2218,110.9557
1968,Août,30,vendredi,2202,97.7807
1968,Août,31,samedi,2173,84.5892
1968,Septembre,1,dimanche,2072,71.4108
1968,Septembre,2,lundi,2255,58.2767
1968,Septembre,3,mardi,2277,45.2245
1968,Septembre,4,mercredi,2303,32.3019
1968,Septembre,5,jeudi,2234,19.5745
1968,Septembre,6,vendredi,2292,7.2353
1968,Septembre,7,samedi,2332,5.8646
1968,Septembre,8,dimanche,2144,17.5949
1968,Septembre,9,lundi,2339,29.2775
1968,Septembre,10,mardi,2411,40.7168
1968,Septembre,11,mercredi,2238,51.9245
1968,Septembre,12,jeudi,2175,62.9464
1968,Septembre,13,vendredi,2331,73.8469
1968,Septembre,14,samedi,2441,84.7022
1968,Septembre,15,dimanche,2273,95.5953
1968,Septembre,16,lundi,2479,106.6109
1968,Septembre,17,mardi,2348,117.8303
1968,Septembre,18,mercredi,2247,129.3258
1968,Septembre,19,jeudi,2331,141.1531
1968,Septembre,20,vendredi,2388,153.3447
1968,Septembre,21,samedi,2395,165.8984
1968,Septembre,22,dimanche,2245,178.5161
1968,Septembre,23,lundi,2408,167.9278
1968,Septembre,24,mardi,2419,154.5494
1968,Septembre,25,mercredi,2378,141.0531
1968,Septembre,26,jeudi,2307,127.5434
1968,Septembre,27,vendredi,2289,114.103
1968,Septembre,28,samedi,2317,100.7927
1968,Septembre,29,dimanche,2185,87.651
1968,Septembre,30,lundi,2340,74.698
1968,Octobre,1,mardi,2343,61.942
1968,Octobre,2,mercredi,2299,49.3861
1968,Octobre,3,jeudi,2278,37.0328
1968,Octobre,4,vendredi,2374,24.8866
1968,Octobre,5,samedi,2243,12.9541
1968,Octobre,6,dimanche,2115,1.2766
1968,Octobre,7,lundi,2247,10.2752
1968,Octobre,8,mardi,2227,21.5672
1968,Octobre,9,mercredi,2258,32.6756
1968,Octobre,10,jeudi,2211,43.6336
1968,Octobre,11,vendredi,2318,54.4895
1968,Octobre,12,samedi,2220,65.3049
1968,Octobre,13,dimanche,2055,76.1523
1968,Octobre,14,lundi,2247,87.1124
1968,Octobre,15,mardi,2155,98.2699
1968,Octobre,16,mercredi,2189,109.7085
1968,Octobre,17,jeudi,2119,121.5029
1968,Octobre,18,vendredi,2073,133.7102
1968,Octobre,19,samedi,2227,146.3577
1968,Octobre,20,dimanche,1949,159.4268
1968,Octobre,21,lundi,2136,172.7749
1968,Octobre,22,mardi,2177,173.0395
1968,Octobre,23,mercredi,2111,159.2545
1968,Octobre,24,jeudi,2226,145.3426
1968,Octobre,25,vendredi,2167,131.5366
1968,Octobre,26,samedi,2108,117.955
1968,Octobre,27,dimanche,1990,104.6703
1968,Octobre,28,lundi,2111,91.7153
1968,Octobre,29,mardi,2133,79.0913
1968,Octobre,30,mercredi,2202,66.7792
1968,Octobre,31,jeudi,2165,54.7498
1968,Novembre,1,vendredi,1998,42.9727
1968,Novembre,2,samedi,2129,31.4247
1968,Novembre,3,dimanche,1933,20.1032
1968,Novembre,4,lundi,2155,9.127
1968,Novembre,5,mardi,2133,3.7321
1968,Novembre,6,mercredi,2139,13.6719
1968,Novembre,7,jeudi,2158,24.4005
1968,Novembre,8,vendredi,2198,35.1466
1968,Novembre,9,samedi,2106,45.8957
1968,Novembre,10,dimanche,1878,56.6883
1968,Novembre,11,lundi,1983,67.5842
1968,Novembre,12,mardi,2109,78.6552
1968,Novembre,13,mercredi,2108,89.9796
1968,Novembre,14,jeudi,2245,101.6368
1968,Novembre,15,vendredi,2111,113.698
1968,Novembre,16,samedi,2132,126.2141
1968,Novembre,17,dimanche,1932,139.1995
1968,Novembre,18,lundi,2255,152.6045
1968,Novembre,19,mardi,2135,166.2096
1968,Novembre,20,mercredi,2097,175.9984
1968,Novembre,21,jeudi,2174,164.3376
1968,Novembre,22,vendredi,2163,150.4044
1968,Novembre,23,samedi,2224,136.5597
1968,Novembre,24,dimanche,2022,123.033
1968,Novembre,25,lundi,2190,109.9148
1968,Novembre,26,mardi,2197,97.2307
1968,Novembre,27,mercredi,2175,84.9638
1968,Novembre,28,jeudi,2131,73.0711
1968,Novembre,29,vendredi,2181,61.4979
1968,Novembre,30,samedi,2105,50.1889
1968,Décembre,1,dimanche,2036,39.0972
1968,Décembre,2,lundi,2161,28.1977
1968,Décembre,3,mardi,2147,17.5319
1968,Décembre,4,mercredi,2170,7.618
1968,Décembre,5,jeudi,2074,6.5388
1968,Décembre,6,vendredi,2311,16.1159
1968,Décembre,7,samedi,2109,26.6399
1968,Décembre,8,dimanche,1999,37.3689
1968,Décembre,9,lundi,2183,48.2454
1968,Décembre,10,mardi,2212,59.2942
1968,Décembre,11,mercredi,2130,70.566
1968,Décembre,12,jeudi,2111,82.1231
1968,Décembre,13,vendredi,2020,94.0309
1968,Décembre,14,samedi,2244,106.3483
1968,Décembre,15,dimanche,1990,119.1141
1968,Décembre,16,lundi,2366,132.3299
1968,Décembre,17,mardi,2258,145.9343
1968,Décembre,18,mercredi,2275,159.7366
1968,Décembre,19,jeudi,2133,172.6758
1968,Décembre,20,vendredi,2080,169.8032
1968,Décembre,21,samedi,2202,156.4321
1968,Décembre,22,dimanche,1990,142.8115
1968,Décembre,23,lundi,2086,129.5114
1968,Décembre,24,mardi,2079,116.6563
1968,Décembre,25,mercredi,1965,104.27
1968,Décembre,26,jeudi,2148,92.3244
1968,Décembre,27,vendredi,2150,80.7618
1968,Décembre,28,samedi,2186,69.5113
1968,Décembre,29,dimanche,2142,58.4996
1968,Décembre,30,lundi,2278,47.6599
1968,Décembre,31,mardi,2048,36.9399
1969,Janvier,1,mercredi,2014,26.3177
1969,Janvier,2,jeudi,2076,15.8707
1969,Janvier,3,vendredi,2276,6.5166
1969,Janvier,4,samedi,2178,8.2191
1969,Janvier,5,dimanche,2125,18.2412
1969,Janvier,6,lundi,2436,29.0846
1969,Janvier,7,mardi,2427,40.2187
1969,Janvier,8,mercredi,2178,51.5885
1969,Janvier,9,jeudi,2269,63.208
1969,Janvier,10,vendredi,2275,75.112
1969,Janvier,11,samedi,2247,87.3415
1969,Janvier,12,dimanche,2247,99.9331
1969,Janvier,13,lundi,2387,112.9067
1969,Janvier,14,mardi,2433,126.2507
1969,Janvier,15,mercredi,2289,139.9059
1969,Janvier,16,jeudi,2318,153.7365
1969,Janvier,17,vendredi,2349,167.3671
1969,Janvier,18,samedi,2343,174.9102
1969,Janvier,19,dimanche,2159,163.2746
1969,Janvier,20,lundi,2246,150.0667
1969,Janvier,21,mardi,2292,137.1128
1969,Janvier,22,mercredi,2292,124.5802
1969,Janvier,23,jeudi,2228,112.4916
1969,Janvier,24,vendredi,2336,100.814
1969,Janvier,25,samedi,2358,89.4844
1969,Janvier,26,dimanche,2075,78.4247
1969,Janvier,27,lundi,2320,67.5523
1969,Janvier,28,mardi,2324,56.7871
1969,Janvier,29,mercredi,2343,46.0583
1969,Janvier,30,jeudi,2245,35.3095
1969,Janvier,31,vendredi,2233,24.5119
1969,Février,1,samedi,2263,13.7284
1969,Février,2,dimanche,2045,4.2719
1969,Février,3,lundi,2289,10.0631
1969,Février,4,mardi,2322,21.217
1969,Février,5,mercredi,2287,32.8418
1969,Février,6,jeudi,2212,44.7338
1969,Février,7,vendredi,2380,56.8645
1969,Février,8,samedi,2305,69.2346
1969,Février,9,dimanche,2180,81.853
1969,Février,10,lundi,2405,94.7273
1969,Février,11,mardi,2378,107.8545
1969,Février,12,mercredi,2403,121.2118
1969,Février,13,jeudi,2368,134.7474
1969,Février,14,vendredi,2545,148.3735
1969,Février,15,samedi,2429,161.9463
1969,Février,16,dimanche,2210,174.8807
1969,Février,17,lundi,2388,170.5329
1969,Février,18,mardi,2537,157.7833
1969,Février,19,mercredi,2490,145.2378
1969,Février,20,jeudi,2495,133.0676
1969,Février,21,vendredi,2495,121.2812
1969,Février,22,samedi,2500,109.841
1969,Février,23,dimanche,2316,98.6834
1969,Février,24,lundi,2448,87.7301
1969,Février,25,mardi,2370,76.896
1969,Février,26,mercredi,2414,66.0955
1969,Février,27,jeudi,2379,55.2479
1969,Février,28,vendredi,2522,44.2815
1969,Mars,1,samedi,2457,33.1383
1969,Mars,2,dimanche,2318,21.7798
1969,Mars,3,lundi,2543,10.2117
1969,Mars,4,mardi,2451,2.3399
1969,Mars,5,mercredi,2535,14.0098
1969,Mars,6,jeudi,2481,26.3428
1969,Mars,7,vendredi,2501,38.9027
1969,Mars,8,samedi,2450,51.6413
1969,Mars,9,dimanche,2238,64.5261
1969,Mars,10,lundi,2501,77.5318
1969,Mars,11,mardi,2531,90.6368
1969,Mars,12,mercredi,2508,103.8194
1969,Mars,13,jeudi,2393,117.052
1969,Mars,14,vendredi,2508,130.2966
1969,Mars,15,samedi,2440,143.5018
1969,Mars,16,dimanche,2244,156.6048
1969,Mars,17,lundi,2494,169.5366
1969,Mars,18,mardi,2387,177.7464
1969,Mars,19,mercredi,2414,165.3471
1969,Mars,20,jeudi,2380,153.2535
1969,Mars,21,vendredi,2384,141.4823
1969,Mars,22,samedi,2339,130.0139
1969,Mars,23,dimanche,2164,118.8056
1969,Mars,24,lundi,2445,107.7962
1969,Mars,25,mardi,2338,96.9108
1969,Mars,26,mercredi,2380,86.0667
1969,Mars,27,jeudi,2487,75.1781
1969,Mars,28,vendredi,2486,64.1607
1969,Mars,29,samedi,2344,52.9377
1969,Mars,30,dimanche,2216,41.4448
1969,Mars,31,lundi,2514,29.6372
1969,Avril,1,mardi,2443,17.4982
1969,Avril,2,mercredi,2493,5.1002
1969,Avril,3,jeudi,2334,7.9046
1969,Avril,4,vendredi,2368,20.8923
1969,Avril,5,samedi,2367,34.0929
1969,Avril,6,dimanche,2251,47.3954
1969,Avril,7,lundi,2176,60.7229
1969,Avril,8,mardi,2401,74.0143
1969,Avril,9,mercredi,2547,87.2255
1969,Avril,10,jeudi,2431,100.3265
1969,Avril,11,vendredi,2428,113.297
1969,Avril,12,samedi,2389,126.1199
1969,Avril,13,dimanche,2221,138.7764
1969,Avril,14,lundi,2327,151.24
1969,Avril,15,mardi,2490,163.4612
1969,Avril,16,mercredi,2372,175.1089
1969,Avril,17,jeudi,2359,172.1196
1969,Avril,18,vendredi,2395,160.7336
1969,Avril,19,samedi,2359,149.4202
1969,Avril,20,dimanche,2289,138.2827
1969,Avril,21,lundi,2493,127.2982
1969,Avril,22,mardi,2531,116.4158
1969,Avril,23,mercredi,2456,105.5691
1969,Avril,24,jeudi,2455,94.6815
1969,Avril,25,vendredi,2455,83.6705
1969,Avril,26,samedi,2448,72.4531
1969,Avril,27,dimanche,2285,60.952
1969,Avril,28,lundi,2431,49.1044
1969,Avril,29,mardi,2511,36.8734
1969,Avril,30,mercredi,2513,24.2712
1969,Mai,1,jeudi,2343,11.4739
1969,Mai,2,vendredi,2654,4.2237
1969,Mai,3,samedi,2660,16.4654
1969,Mai,4,dimanche,2340,30.0565
1969,Mai,5,lundi,2524,43.7411
1969,Mai,6,mardi,2569,57.3359
1969,Mai,7,mercredi,2520,70.7413
1969,Mai,8,jeudi,2538,83.9004
1969,Mai,9,vendredi,2538,96.7883
1969,Mai,10,samedi,2634,109.4027
1969,Mai,11,dimanche,2376,121.7535
1969,Mai,12,lundi,2749,133.8534
1969,Mai,13,mardi,2805,145.7073
1969,Mai,14,mercredi,2692,157.2905
1969,Mai,15,jeudi,2322,168.4166
1969,Mai,16,vendredi,2495,175.7244
1969,Mai,17,samedi,2484,167.4939
1969,Mai,18,dimanche,2286,156.7901
1969,Mai,19,lundi,2468,145.9725
1969,Mai,20,mardi,2481,135.1645
1969,Mai,21,mercredi,2492,124.3511
1969,Mai,22,jeudi,2399,113.4826
1969,Mai,23,vendredi,2472,102.4931
1969,Mai,24,samedi,2538,91.3075
1969,Mai,25,dimanche,2243,79.848
1969,Mai,26,lundi,2225,68.0413
1969,Mai,27,mardi,2417,55.8299
1969,Mai,28,mercredi,2438,43.1866
1969,Mai,29,jeudi,2432,30.1415
1969,Mai,30,vendredi,2442,16.8763
1969,Mai,31,samedi,2320,5.2997
1969,Juin,1,dimanche,2448,12.7216
1969,Juin,2,lundi,2347,26.3345
1969,Juin,3,mardi,2429,40.1623
1969,Juin,4,mercredi,2415,53.8133
1969,Juin,5,jeudi,2324,67.1524
1969,Juin,6,vendredi,2360,80.1223
1969,Juin,7,samedi,2351,92.7132
1969,Juin,8,dimanche,2256,104.9461
1969,Juin,9,lundi,2490,116.8579
1969,Juin,10,mardi,2484,128.4902
1969,Juin,11,mercredi,2453,139.8785
1969,Juin,12,jeudi,2425,151.0368
1969,Juin,13,vendredi,2422,161.9062
1969,Juin,14,samedi,2451,171.9104
1969,Juin,15,dimanche,2282,173.2176
1969,Juin,16,lundi,2328,163.7361
1969,Juin,17,mardi,2353,153.185
1969,Juin,18,mercredi,2407,142.4396
1969,Juin,19,jeudi,2319,131.5758
1969,Juin,20,vendredi,2357,120.573
1969,Juin,21,samedi,2365,109.3814
1969,Juin,22,dimanche,2169,97.9379
1969,Juin,23,lundi,2351,86.1751
1969,Juin,24,mardi,2362,74.0295
1969,Juin,25,mercredi,2322,61.4538
1969,Juin,26,jeudi,2370,48.4324
1969,Juin,27,vendredi,2271,35.0046
1969,Juin,28,samedi,2319,21.3223
1969,Juin,29,dimanche,2194,8.1923
1969,Juin,30,lundi,2428,9.0934
1969,Juillet,1,mardi,2362,22.4191
1969,Juillet,2,mercredi,2389,36.1821
1969,Juillet,3,jeudi,2453,49.7027
1969,Juillet,4,vendredi,2359,62.8314
1969,Juillet,5,samedi,2517,75.5238
1969,Juillet,6,dimanche,2229,87.7897
1969,Juillet,7,lundi,2358,99.6713
1969,Juillet,8,mardi,2266,111.2275
1969,Juillet,9,mercredi,2261,122.5218
1969,Juillet,10,jeudi,2298,133.6139
1969,Juillet,11,vendredi,2308,144.5505
1969,Juillet,12,samedi,2341,155.3494
1969,Juillet,13,dimanche,2134,165.9204
1969,Juillet,14,lundi,2161,174.9232
1969,Juillet,15,mardi,2490,170.4807
1969,Juillet,16,mercredi,2565,160.1069
1969,Juillet,17,jeudi,2456,149.2305
1969,Juillet,18,vendredi,2314,138.1377
1969,Juillet,19,samedi,2305,126.8447
1969,Juillet,20,dimanche,2197,115.3216
1969,Juillet,21,lundi,2291,103.5222
1969,Juillet,22,mardi,2396,91.3955
1969,Juillet,23,mercredi,2420,78.8952
1969,Juillet,24,jeudi,2504,65.9906
1969,Juillet,25,vendredi,2377,52.6813
1969,Juillet,26,samedi,2305,39.0128
1969,Juillet,27,dimanche,2163,25.101
1969,Juillet,28,lundi,2355,11.2726
1969,Juillet,29,mardi,2402,5.1063
1969,Juillet,30,mercredi,2202,17.938
1969,Juillet,31,jeudi,2181,31.4901
1969,Août,1,vendredi,2245,44.7364
1969,Août,2,samedi,2139,57.5533
1969,Août,3,dimanche,1999,69.92
1969,Août,4,lundi,2102,81.865
1969,Août,5,mardi,2317,93.446
1969,Août,6,mercredi,2365,104.7356
1969,Août,7,jeudi,2193,115.8109
1969,Août,8,vendredi,2376,126.7466
1969,Août,9,samedi,2279,137.6094
1969,Août,10,dimanche,2097,148.453
1969,Août,11,lundi,2279,159.3077
1969,Août,12,mardi,2262,170.1079
1969,Août,13,mercredi,2253,176.8838
1969,Août,14,jeudi,2209,166.8942
1969,Août,15,vendredi,2140,155.6263
1969,Août,16,samedi,2072,144.1023
1969,Août,17,dimanche,2029,132.3588
1969,Août,18,lundi,2176,120.3832
1969,Août,19,mardi,2236,108.151
1969,Août,20,mercredi,2250,95.6349
1969,Août,21,jeudi,2179,82.8124
1969,Août,22,vendredi,2183,69.6751
1969,Août,23,samedi,2198,56.2391
1969,Août,24,dimanche,2024,42.5542
1969,Août,25,lundi,2132,28.7092
1969,Août,26,mardi,2228,14.8401
1969,Août,27,mercredi,2144,1.8048
1969,Août,28,jeudi,2165,12.7572
1969,Août,29,vendredi,2211,25.9805
1969,Août,30,samedi,2124,38.8329
1969,Août,31,dimanche,2080,51.26
1969,Septembre,1,lundi,2130,63.2685
1969,Septembre,2,mardi,2299,74.9007
1969,Septembre,3,mercredi,2242,86.222
1969,Septembre,4,jeudi,2276,97.3109
1969,Septembre,5,vendredi,2184,108.2509
1969,Septembre,6,samedi,2196,119.124
1969,Septembre,7,dimanche,2090,130.0066
1969,Septembre,8,lundi,2271,140.9651
1969,Septembre,9,mardi,2249,152.0542
1969,Septembre,10,mercredi,2286,163.3145
1969,Septembre,11,jeudi,2267,174.7711
1969,Septembre,12,vendredi,2369,173.5503
1969,Septembre,13,samedi,2344,161.6661
1969,Septembre,14,dimanche,2099,149.5696
1969,Septembre,15,lundi,2286,137.2699
1969,Septembre,16,mardi,2336,124.7747
1969,Septembre,17,mercredi,2428,112.0895
1969,Septembre,18,jeudi,2348,99.2184
1969,Septembre,19,vendredi,2334,86.1674
1969,Septembre,20,samedi,2323,72.9501
1969,Septembre,21,dimanche,2128,59.5946
1969,Septembre,22,lundi,2274,46.1485
1969,Septembre,23,mardi,2402,32.6813
1969,Septembre,24,mercredi,2373,19.2835
1969,Septembre,25,jeudi,2334,6.0919
1969,Septembre,26,vendredi,2415,7.0837
1969,Septembre,27,samedi,2411,19.728
1969,Septembre,28,dimanche,2165,32.0542
1969,Septembre,29,lundi,2402,44.0192
1969,Septembre,30,mardi,2326,55.6394
1969,Octobre,1,mercredi,2348,66.9598
1969,Octobre,2,jeudi,2312,78.0455
1969,Octobre,3,vendredi,2287,88.9743
1969,Octobre,4,samedi,2331,99.8302
